perm_idx,n_converged,n_warnings,n_failed,n_insufficient_data,convergence_rate,n_nan_t,is_degenerate
0,62,2,0,0,0.96875,0,False
1,63,1,0,0,0.984375,0,False
2,61,3,0,0,0.953125,0,False
3,62,1,1,0,0.96875,1,False
4,62,2,0,0,0.96875,0,False
5,63,1,0,0,0.984375,0,False
6,62,2,0,0,0.96875,0,False
7,60,4,0,0,0.9375,0,False
8,60,4,0,0,0.9375,0,False
9,62,2,0,0,0.96875,0,False
10,60,4,0,0,0.9375,0,False
11,62,2,0,0,0.96875,0,False
12,62,2,0,0,0.96875,0,False
13,64,0,0,0,1.0,0,False
14,62,2,0,0,0.96875,0,False
15,59,5,0,0,0.921875,0,False
16,62,2,0,0,0.96875,0,False
17,64,0,0,0,1.0,0,False
18,61,3,0,0,0.953125,0,False
19,61,3,0,0,0.953125,0,False
20,62,2,0,0,0.96875,0,False
21,62,2,0,0,0.96875,0,False
22,62,2,0,0,0.96875,0,False
23,61,3,0,0,0.953125,0,False
24,61,3,0,0,0.953125,0,False
25,62,2,0,0,0.96875,0,False
26,62,2,0,0,0.96875,0,False
27,61,3,0,0,0.953125,0,False
28,62,2,0,0,0.96875,0,False
29,63,1,0,0,0.984375,0,False
30,61,3,0,0,0.953125,0,False
31,62,2,0,0,0.96875,0,False
32,63,1,0,0,0.984375,0,False
33,60,4,0,0,0.9375,0,False
34,62,2,0,0,0.96875,0,False
35,62,2,0,0,0.96875,0,False
36,62,2,0,0,0.96875,0,False
37,62,2,0,0,0.96875,0,False
38,63,1,0,0,0.984375,0,False
39,62,2,0,0,0.96875,0,False
40,61,3,0,0,0.953125,0,False
41,61,3,0,0,0.953125,0,False
42,60,4,0,0,0.9375,0,False
43,62,2,0,0,0.96875,0,False
44,63,1,0,0,0.984375,0,False
45,60,4,0,0,0.9375,0,False
46,63,1,0,0,0.984375,0,False
47,63,1,0,0,0.984375,0,False
48,61,3,0,0,0.953125,0,False
49,62,2,0,0,0.96875,0,False
50,62,2,0,0,0.96875,0,False
51,64,0,0,0,1.0,0,False
52,62,2,0,0,0.96875,0,False
53,62,2,0,0,0.96875,0,False
54,61,3,0,0,0.953125,0,False
55,62,2,0,0,0.96875,0,False
56,62,2,0,0,0.96875,0,False
57,63,1,0,0,0.984375,0,False
58,60,4,0,0,0.9375,0,False
59,63,1,0,0,0.984375,0,False
60,60,4,0,0,0.9375,0,False
61,62,2,0,0,0.96875,0,False
62,63,1,0,0,0.984375,0,False
63,62,2,0,0,0.96875,0,False
64,58,6,0,0,0.90625,0,False
65,60,4,0,0,0.9375,0,False
66,64,0,0,0,1.0,0,False
67,62,2,0,0,0.96875,0,False
68,63,1,0,0,0.984375,0,False
69,62,2,0,0,0.96875,0,False
70,63,1,0,0,0.984375,0,False
71,61,3,0,0,0.953125,0,False
72,61,3,0,0,0.953125,0,False
73,60,4,0,0,0.9375,0,False
74,63,1,0,0,0.984375,0,False
75,63,1,0,0,0.984375,0,False
76,62,2,0,0,0.96875,0,False
77,61,3,0,0,0.953125,0,False
78,61,3,0,0,0.953125,0,False
79,60,4,0,0,0.9375,0,False
80,63,1,0,0,0.984375,0,False
81,63,1,0,0,0.984375,0,False
82,62,2,0,0,0.96875,0,False
83,62,2,0,0,0.96875,0,False
84,60,4,0,0,0.9375,0,False
85,62,2,0,0,0.96875,0,False
86,62,2,0,0,0.96875,0,False
87,59,5,0,0,0.921875,0,False
88,63,1,0,0,0.984375,0,False
89,62,2,0,0,0.96875,0,False
90,61,3,0,0,0.953125,0,False
91,62,2,0,0,0.96875,0,False
92,61,3,0,0,0.953125,0,False
93,61,3,0,0,0.953125,0,False
94,61,3,0,0,0.953125,0,False
95,60,4,0,0,0.9375,0,False
96,61,3,0,0,0.953125,0,False
97,62,2,0,0,0.96875,0,False
98,62,2,0,0,0.96875,0,False
99,63,1,0,0,0.984375,0,False
100,62,2,0,0,0.96875,0,False
101,62,2,0,0,0.96875,0,False
102,61,3,0,0,0.953125,0,False
103,63,1,0,0,0.984375,0,False
104,61,3,0,0,0.953125,0,False
105,61,3,0,0,0.953125,0,False
106,60,4,0,0,0.9375,0,False
107,62,2,0,0,0.96875,0,False
108,62,2,0,0,0.96875,0,False
109,63,1,0,0,0.984375,0,False
110,62,2,0,0,0.96875,0,False
111,63,1,0,0,0.984375,0,False
112,62,2,0,0,0.96875,0,False
113,61,3,0,0,0.953125,0,False
114,63,1,0,0,0.984375,0,False
115,61,3,0,0,0.953125,0,False
116,62,2,0,0,0.96875,0,False
117,62,2,0,0,0.96875,0,False
118,62,2,0,0,0.96875,0,False
119,62,2,0,0,0.96875,0,False
120,62,2,0,0,0.96875,0,False
121,63,1,0,0,0.984375,0,False
122,60,4,0,0,0.9375,0,False
