perm_idx,n_converged,n_warnings,n_failed,n_insufficient_data,convergence_rate,n_nan_t,is_degenerate
0,61,3,0,0,0.953125,0,False
1,60,4,0,0,0.9375,0,False
2,60,4,0,0,0.9375,0,False
3,59,5,0,0,0.921875,0,False
4,61,3,0,0,0.953125,0,False
5,62,2,0,0,0.96875,0,False
6,61,3,0,0,0.953125,0,False
7,60,4,0,0,0.9375,0,False
8,60,4,0,0,0.9375,0,False
9,61,3,0,0,0.953125,0,False
10,60,4,0,0,0.9375,0,False
11,61,3,0,0,0.953125,0,False
12,58,6,0,0,0.90625,0,False
13,57,7,0,0,0.890625,0,False
14,59,5,0,0,0.921875,0,False
15,61,3,0,0,0.953125,0,False
16,61,3,0,0,0.953125,0,False
17,59,5,0,0,0.921875,0,False
18,61,2,1,0,0.953125,1,False
19,61,3,0,0,0.953125,0,False
20,58,6,0,0,0.90625,0,False
21,59,5,0,0,0.921875,0,False
22,61,3,0,0,0.953125,0,False
23,60,4,0,0,0.9375,0,False
24,61,3,0,0,0.953125,0,False
25,59,5,0,0,0.921875,0,False
26,57,6,1,0,0.890625,1,False
27,60,4,0,0,0.9375,0,False
28,59,5,0,0,0.921875,0,False
29,61,3,0,0,0.953125,0,False
30,60,4,0,0,0.9375,0,False
31,59,5,0,0,0.921875,0,False
32,59,5,0,0,0.921875,0,False
33,60,4,0,0,0.9375,0,False
34,60,4,0,0,0.9375,0,False
35,59,5,0,0,0.921875,0,False
36,56,8,0,0,0.875,0,False
37,60,4,0,0,0.9375,0,False
38,61,3,0,0,0.953125,0,False
39,62,2,0,0,0.96875,0,False
40,60,4,0,0,0.9375,0,False
41,62,2,0,0,0.96875,0,False
42,60,4,0,0,0.9375,0,False
43,62,2,0,0,0.96875,0,False
44,61,3,0,0,0.953125,0,False
45,61,3,0,0,0.953125,0,False
46,62,2,0,0,0.96875,0,False
47,61,3,0,0,0.953125,0,False
48,62,2,0,0,0.96875,0,False
49,60,4,0,0,0.9375,0,False
50,60,4,0,0,0.9375,0,False
51,61,3,0,0,0.953125,0,False
52,60,4,0,0,0.9375,0,False
53,59,5,0,0,0.921875,0,False
54,61,3,0,0,0.953125,0,False
55,60,4,0,0,0.9375,0,False
56,61,2,1,0,0.953125,1,False
57,60,4,0,0,0.9375,0,False
58,57,7,0,0,0.890625,0,False
59,60,4,0,0,0.9375,0,False
60,61,3,0,0,0.953125,0,False
61,61,3,0,0,0.953125,0,False
62,62,2,0,0,0.96875,0,False
63,58,6,0,0,0.90625,0,False
64,60,4,0,0,0.9375,0,False
65,58,6,0,0,0.90625,0,False
66,58,6,0,0,0.90625,0,False
67,58,6,0,0,0.90625,0,False
68,60,4,0,0,0.9375,0,False
69,61,3,0,0,0.953125,0,False
70,60,4,0,0,0.9375,0,False
71,58,6,0,0,0.90625,0,False
72,60,4,0,0,0.9375,0,False
73,61,3,0,0,0.953125,0,False
74,61,3,0,0,0.953125,0,False
75,59,5,0,0,0.921875,0,False
76,60,4,0,0,0.9375,0,False
77,59,5,0,0,0.921875,0,False
78,57,7,0,0,0.890625,0,False
79,58,6,0,0,0.90625,0,False
80,59,5,0,0,0.921875,0,False
81,60,4,0,0,0.9375,0,False
82,59,5,0,0,0.921875,0,False
83,59,5,0,0,0.921875,0,False
84,58,6,0,0,0.90625,0,False
85,58,6,0,0,0.90625,0,False
86,60,4,0,0,0.9375,0,False
87,60,4,0,0,0.9375,0,False
88,60,4,0,0,0.9375,0,False
89,58,6,0,0,0.90625,0,False
90,59,5,0,0,0.921875,0,False
91,60,4,0,0,0.9375,0,False
92,61,3,0,0,0.953125,0,False
93,60,4,0,0,0.9375,0,False
94,60,4,0,0,0.9375,0,False
95,59,5,0,0,0.921875,0,False
96,60,4,0,0,0.9375,0,False
97,60,4,0,0,0.9375,0,False
98,60,4,0,0,0.9375,0,False
99,61,3,0,0,0.953125,0,False
100,61,3,0,0,0.953125,0,False
101,61,3,0,0,0.953125,0,False
102,60,4,0,0,0.9375,0,False
103,61,3,0,0,0.953125,0,False
104,59,5,0,0,0.921875,0,False
105,59,5,0,0,0.921875,0,False
106,59,5,0,0,0.921875,0,False
107,60,4,0,0,0.9375,0,False
108,61,3,0,0,0.953125,0,False
109,58,6,0,0,0.90625,0,False
110,58,6,0,0,0.90625,0,False
111,60,4,0,0,0.9375,0,False
112,59,5,0,0,0.921875,0,False
